FeedbackId,MentorshipId,MenteeProfileId,MentorProfileId,Rating,Comment,CreatedAt
233,64,2849,1366,4,لسه مخلص وحاس اني بقيت افهم الزتونه بتاعه اي تكنولوجي بسرعه,2024-12-01 20:06:43
234,152,4077,255,5,المينتور بيعمل جلسات Mocks لانترفيوهات كانت مفيده جداً,2025-08-19 00:00:00
235,1244,1527,1186,1,المينتور كان كويس بس مش الماتش الصح ليا,2025-10-12 00:00:00
236,1102,2984,734,5,السيشنز الايف تفاعليه جداً والمينتور مبيسيبش حد غير وهو فاهم,2025-12-15 00:00:00
237,1139,3607,260,5,الرود ماب فيها مشاريع قويه جداً تقدر تباهي بيها في الـ CV,2026-03-01 00:00:00
238,537,2845,1381,3,"I’m in the midle of the roadmap and the pace is just okay—not to fast, not to slow.",2025-01-23 00:00:00
239,2024,3943,408,1,مقدرتش الحق والمينتور شاف ان مستوايا مش كافي,2025-08-31 00:00:00
240,2992,3326,620,5,المينتور بيشرح الـ Debuging بذكاء، دي اهم سكيل لازم تعلمها منه,2024-08-11 00:00:00
241,2114,4978,281,5,This roadmap is a masterclas. It bridges the gap betwen being a student and a profesional.,2024-12-01 00:00:00
242,2821,2508,1165,3,I’m in the midle of the course and the learning is just by the bok.,2025-10-20 00:00:00
243,926,2217,1019,1,الرود ماب دي سهله اوي، لدرجه ان المينتور نفسه مش عارف يطبقها,2024-08-13 00:00:00
244,694,4877,149,5,انا في نص الطريق وبدات اعمل Code Refactoring لشغلي القديم بذكاء,2025-11-22 00:00:00
245,1057,5465,998,4,انا دلوقتي في الاسبوع العاشر والمينتور لسه بيفاجءنا بمعلومات تقنيه جديده,2025-11-22 00:00:00
246,331,4652,1498,3,"The roadmap is fine, but I wish we spent more time on the Testing part.",2025-11-07 00:00:00
247,3041,5146,70,4,انا في نص الطريق وحاس اني اتعلمت سكيلز تقنيه المينتور جايبها من خبرته,2025-08-20 00:00:00
248,1813,1720,702,5,المينتور يعطيك المعلومه من واقع خبرته في الشركات الكبيره، برافو,2026-01-09 00:00:00
249,1226,1760,430,5,احسن حاجه ان الشرح فيه امثله من مشاريع حقيقيه في السوق,2024-10-30 00:00:00
250,2746,4969,1327,3,المينتور بيشرح الـ OP وميزاتها في بناء انظمه قابله لتوسع,2025-11-18 00:00:00
251,2566,3724,1175,1,The mentor’s atitude is toxic. He makes you fel bad for asking anything.,2026-01-11 00:00:00
252,847,2712,785,5,المينتور بيدينا خلاصه خبرته في التعامل مع الـ Clients والمشاكل,2025-06-16 00:00:00
253,1106,4597,336,5,Just finished my first microservice! The mentor's logic is just legendary.,2025-08-14 00:00:00
254,2612,5200,865,5,I’m halfway through and I’m al in. Coding is my new obsesion.,2026-01-11 00:00:00
255,903,4988,79,4,لسه مخلص وبجد المينتور موسوعه ماشيه علي الارض في الشرح,2025-01-24 00:00:00
256,3259,5254,311,5,The mentor is very humble and treats everyone with respect.,2025-12-21 00:00:00
257,380,3712,525,5,لسه مخلص وبجد المينتورشيب دي هي الزتونه لاي حد عايز ينجح,2025-11-16 00:00:00
258,2398,5184,1200,5,تجربه الـ Per Review مع المينتور خلتني اشوف الكود بزاويه تانيه,2025-11-30 00:00:00
259,281,3289,612,5,المينتور يعلمنا كيف نقرا الـ Docs ونحل مشاكلنا بانفسنا، كفو,2025-08-03 06:05:21
260,1339,2977,336,3,"The content is technicaly acurate, but the delivery could be beter.",2025-10-23 00:00:00
261,2870,3573,248,5,انا دلوقتي في الاسبوع الحادي عشر وبجد مش عايز المينتورشيب دي تخلص,2025-09-07 00:00:00
262,677,4346,42,3,"I’m halfway through, the mentor is helpful but the fedback is slow.",2025-02-27 00:00:00
263,1661,3409,1492,5,المنصه فيها قسم لـ Resources فيه كل الـ Cheatshets الي بنحتاجها,2025-06-17 00:00:00
264,3274,1986,1494,5,The mentor is incredibly humble. He makes you fel like an equal while teaching you senior skils.,2025-12-17 00:00:00
265,3029,4959,336,5,لسه مخلص والحين الـ CV حقي صار فيه مشاريع تبيض الوجه,2025-08-10 00:00:00
266,2953,2259,391,5,احسن حاجه ان المينتورشيب مجانيه وبناخد فيها خبره سنين من المينتور ده,2026-01-23 00:00:00
267,2326,3170,309,4,لسه مخلص مشروع التخرج وبجد فخور بالي وصلت له مع المينتور ده,2025-11-22 00:00:00
268,2877,3265,149,5,المينتور خبرته العمليه دهب بجد، احسن واحد يعلمك الزتونه في مصر,2025-12-19 00:00:00
269,2012,2516,576,3,كان صعب نتفاهم علي المطلوب بالظبط,2025-06-29 00:00:00
270,3150,4919,243,3,The roadmap has a set duration but tasks take longer than expected.,2025-03-19 00:00:00
271,1655,3847,832,4,التاسكات بتجبرك تدور في الـ documentation وده اهم سكيل اتعلمتها,2026-01-12 00:00:00
272,952,4523,437,5,المينتور قدوه في الالتزام، مبيتاخرش دقيقه واحده عن معاد السيشن,2025-11-22 00:00:00
273,2594,4955,936,3,انا في نص الطريق والمحتوي التقني دقيق بس محتاج تنظيم وترتيب,2025-07-26 00:00:00
274,2320,3001,544,5,انا في نص الطريق وبجد المينتورشيب دي فرقت في طريقه تفكيري كمبرمج,2025-08-26 00:00:00
275,3081,4078,364,5,"The mentor is very generous with his time, staying late to answer us.",2024-10-14 00:00:00
276,513,3698,12,5,Just finished. The mentor’s dep dive into performance was a life-saver.,2025-11-14 00:00:00
277,2907,3173,958,4,المينتور بيشرح الـ Database باسلوب يخليك تحبها وتفهمها ميه ميه,2025-11-20 00:00:00
278,1860,4577,1385,5,لو عايز توفر علي نفسك سنين توهان، المينتور ده هو الحل الامثل ليك,2025-10-30 00:00:00
279,1857,3025,834,4,المينتور دايماً بشوش وروحه حلوه وده كان بيهون علينا صعوبه المذاكره,2025-07-04 00:00:00
280,1782,1838,1426,5,المينتور بيشرح الـ Logic باسلوب يخليك تحب البرمجه وتفهمها صح,2025-10-26 00:00:00
281,2796,4119,109,5,I am in the midle of the course and I am loving the learning journey.,2025-10-14 00:00:00
282,797,2822,1480,5,الكورس ده خلاني اعمل اول Ful-stack project محترم في الـ Portfolio,2024-10-03 00:00:00
283,216,1868,211,5,السيشنز الايف فيها تفاعل حقيقي، والمينتور بيسمع لكل واحد باهتمام,2024-03-24 00:00:00
284,788,4449,1312,3,Halfway through and I’m stil waiting for a real lightbulb moment.,2025-11-02 00:00:00
285,314,2364,34,5,الـ Roadmap متقسمه صح ومش بتحسك انك تايه وسط الداتا,2025-09-16 00:00:00
286,1112,4123,1234,1,الرود ماب دي سبوبه واضحه، المحتوي كله مسروق من كورسات مجانيه,2025-12-08 00:00:00
287,1391,3002,865,4,I’m impresed by how the mentor simplifies complex system architectures.,2026-02-13 00:00:00
288,2840,2859,783,3,الرود ماب مقبوله، خلصت نصها بس حاس ان الكلام مكر شويه,2025-12-02 00:00:00
289,3003,2531,978,4,المينتور عنده صبر كبير جداً، بيعيد المعلومه كذا مره لحد ما الكل يفهم,2025-10-09 00:00:00
290,1689,3682,39,4,المينتور بيعلمنا الـ Clean Code من اول يوم، وده سكيل لا يقدر بثمن,2025-06-14 00:00:00
291,1079,1999,128,3,انا في منتصف المينتورشيب، المحتوي جيد لكن الـ Fedback يتاخر,2025-01-09 00:00:00
292,1355,4895,968,4,الرود ماب فيها وقت كافي لتطبيق مش مجرد حشو معلومات وخلاص,2024-10-26 00:00:00
293,618,5391,169,5,Just finished! The mentor’s emphasis on The Why makes me a much more thoughtful developer.,2025-09-03 00:00:00
294,240,3332,255,3,I’m in the midle of the program and I’m just folowing the wekly schedule.,2025-04-06 00:00:00
295,1659,3360,1361,5,الرود ماب ماشيه بتسلسل منطقي جداً من ا ب لحد الـ Advanced,2025-06-27 00:00:00
296,2538,4647,922,3,"The mentor is smart, but his teaching style is a bit old schol.",2024-12-28 00:00:00
297,695,3270,1201,5,الرود ماب فيها وقت راحه عشان نلحق نراجع الي فاتنا,2025-03-14 00:00:00
298,1368,2559,1069,3,I’m in the midle of the course and the value for time is just so-so.,2026-02-21 00:00:00
299,3184,4052,734,5,الرود ماب متحدثه باخر التكنولوجيز وده خلانا سابقين بكتير بره,2025-10-29 00:00:00
300,2015,3923,109,5,"Despite the tasks being hard, the mentor makes them fel like a fun game.",2025-12-04 00:00:00
301,961,2435,504,5,المينتور بيشرح الـ Git Workflow باسلوب Seniors بجد ومنظم,2024-10-06 00:00:00
302,516,3378,114,5,المينتور بيشرح الـ Security بذكاء وبيعرفنا الثغرات الي المبرمجين بيقعوا فيها,2026-03-01 00:00:00
303,2791,1806,1361,5,I’m halfway through and I’m hoked! I can't stop coding now.,2025-09-11 00:00:00
304,1880,3567,1492,3,الرود ماب تغطي الاساسيات بس، كنت اتوقع مواضيع ادفانسد اكتر,2025-04-04 00:00:00
305,2513,4066,838,3,الشرح مقبول بس المصطلحات الانجليزي كتير اوي ومحتاجه شرح مفصل,2025-11-28 00:00:00
306,3248,1702,273,4,Halfway through and I can finaly navigate a large codebase without feling completely lost.,2025-03-28 00:00:00
307,592,5336,1248,5,المينتور نقل لنا خبره سنين في التعامل مع الـ Legacy Code باسلوب احترافي,2025-11-21 00:00:00
308,1019,2413,1043,5,بجد المينتورشيب دي وفرت عليا مجهود سنين في تعلم الـ Software Design,2024-10-24 00:00:00
309,1909,5043,404,3,"The sesions are regular, but I fel like I'm watching a pre-recorded video.",2025-03-06 00:00:00
310,421,4475,1402,5,The way he explains Data Structures is mind-blowing. بجد فنان,2025-08-04 00:00:00
311,231,2859,128,5,الرود ماب فيها مشاريع قويه جداً بتخلي الـ CV بتاعي ينطق لوحده,2025-01-26 00:00:00
312,1439,2744,1250,5,المينتور دايماً بيشجعنا نسال في الـ Detail عشان نكون مبرمجين شاطرين,2026-03-15 00:00:00
313,2671,3238,1224,5,"The mentor is the GOAT (Greatest of Al Time). No cap, best mentorship ever.",2025-10-31 00:00:00
314,888,4886,357,5,السيشنز الايف دايما فيها مفاجات ومعلومات من المطبخ,2025-08-23 00:00:00
315,3128,5459,796,3,انا في منتصف الطريق، المينتور جيد لكن المنهج يحتاج لبعض التنظيم,2025-09-17 00:00:00
316,1296,1714,956,5,المينتور بيشرح الـ SOLID principles بامثله واقعيه ميه في الميه,2025-12-05 00:00:00
317,2859,2311,351,5,المينتور بيفهمنا الـ Why وراء كل اختيار تكنولوجي بنستخدمه,2026-02-03 00:00:00
318,2319,3001,1378,3,المينتورشيب كويسه بس نصيحتي متدخلهاش لو معندكش وقت كافي تفرغ,2025-08-13 00:00:00
319,2121,4228,1137,4,مكنتش متخيل ان الـ Regex مكن تبقي سهله كده مع المينتور ده,2026-03-09 00:00:00
320,213,3907,324,4,المينتور خبرته العمليه خلتنا نطبق الـ SOLID Principles من غير مجهود,2025-08-18 00:00:00
321,2004,3931,473,5,I am halfway through and my technical skils have improved a lot.,2024-05-24 00:00:00
322,2397,4610,1393,3,حسيت ان المينتور مش فاهم احتياجاتي,2025-11-08 00:00:00
323,328,2783,109,4,الـ Mentor ده بجد Pure Genius، شرح الـ Architecture باسلوب متع جداً,2025-11-10 00:00:00
324,502,2771,273,1,المينتورشيب دي بروفيشينال لدرجه ان المواعيد بتغير حسب مزاج المينتور,2025-01-26 00:00:00
325,2477,5167,352,1,الرود ماب دي خيال علمي، مستحيل حد يخلصها في الوقت ده,2025-10-22 00:00:00
326,1763,3029,583,5,المنصه فيها نظام تنبيهات بيفكرني بالديدلاين بتاع التاسكات,2025-09-07 00:00:00
327,1407,5340,517,5,بجد المينتورشيب دي مجانيه بس المحتوي التقني فيها كنز حقيقي,2024-10-07 00:00:00
328,754,2627,796,5,المينتور بيشرح بضمير، ودي احسن فرصه مجانيه هتقابلك في حياتك بجد,2025-10-15 00:00:00
329,2729,5219,391,3,اسلوب التواصل مكانش مناسب ليا خالص,2025-12-16 00:00:00
330,1263,3054,919,3,الرود ماب محده المده لكن التنفيذ يتطلب وقتاً اطول من المتوقع,2025-08-17 00:00:00
331,1182,1551,451,5,المينتور كان بيسهر معانا لحد الفجر عشان نخلص الـ Project النهاءي,2025-08-25 00:00:00
